d0_kNumbMadeConstraints	d0_usedminratio	d0_usedmaxratio	d0_allratios	d1_kNumbMadeConstraints	d1_usedminratio	d1_usedmaxratio	d1_allratios	d7_kNumbMadeConstraints	d7_usedminratio	d7_usedmaxratio	d7_allratios	d21_kNumbMadeConstraints	d21_usedminratio	d21_usedmaxratio	d21_allratios
249	0	8078.9132754378	4.00981764629232e+15	250	0	6275.92465663296	424956168957596	252	0	396731.528402942	27321142210799.2	176	0	348151.367796615	6.58044300262824e+32
NaN	0	163298.674891178	3313348.40616379	NaN	0	79089.533590356	1220394.27354353	NaN	0	2593.13091569494	396731.528402942	NaN	0	306067.912146459	47631359937779.8
NaN	0	8037.46328804841	8078.9132754378	NaN	0	4490.58670623817	6275.92465663296	NaN	0	29806.3309163388	2593.13091569494	NaN	0	332101.683708597	206994994.604593
NaN	0	8148.52746769572	163298.674891178	NaN	0	4542.41878574316	79089.533590356	NaN	0	2322.334321658	29806.3309163388	NaN	0	392943.828611017	89705421903.101
NaN	0	417.952286733039	8037.46328804841	NaN	0	301.290624691183	4490.58670623817	NaN	0	2268.89898489035	2322.334321658	NaN	0	405100.093996936	165351852.336295
NaN	0	407.774202966128	8148.52746769572	NaN	0	275.517596323723	4542.41878574316	NaN	0	180.200978750234	2268.89898489035	NaN	0	365575.933111144	165171857.503674
NaN	0	416.15825872765	417.952286733039	NaN	0	313.484807739215	301.290624691183	NaN	0	174.558511947453	180.200978750234	NaN	0	365575.933111144	348151.367796615
NaN	0	418.120185566047	407.774202966128	NaN	0	309.50576376427	275.517596323723	NaN	0	177.572126228029	174.558511947453	NaN	0	365575.933111144	306067.912146459
NaN	0	401.681301306058	416.15825872765	NaN	0	335.676174670454	313.484807739215	NaN	0	183.593254502069	177.572126228029	NaN	0	368817.887541214	332101.683708597
NaN	0	420.285512812359	418.120185566047	NaN	0	351.242683014824	309.50576376427	NaN	0	211.641136946014	183.593254502069	NaN	0	368817.887541214	392943.828611017
NaN	0	420.285512812359	401.681301306058	NaN	0	351.242683014824	335.676174670454	NaN	0	182.901559812059	211.641136946014	NaN	0	358977.980183113	405100.093996936
NaN	0	420.285512812359	420.285512812359	NaN	0	351.242683014824	351.242683014824	NaN	0	182.901559812059	182.901559812059	NaN	0	3699.54753859863	365575.933111144
NaN	0	426.606136079279	420.285512812359	NaN	0	338.836230283804	351.242683014824	NaN	0	182.901559812059	182.901559812059	NaN	0	3699.54753859863	365575.933111144
NaN	0	426.606136079279	420.285512812359	NaN	0	338.836230283804	351.242683014824	NaN	0	188.383110295216	182.901559812059	NaN	0	3699.54753859863	365575.933111144
NaN	0	433.127619507127	426.606136079279	NaN	0	333.693051391603	338.836230283804	NaN	0	188.383110295216	188.383110295216	NaN	0	11731.1708292398	368817.887541214
NaN	0	433.127619507127	426.606136079279	NaN	0	20.4369800281487	338.836230283804	NaN	0	188.120553037108	188.383110295216	NaN	0	368817.887541214	368817.887541214
NaN	0	433.127619507127	433.127619507127	NaN	0	20.4369800281487	333.693051391603	NaN	0	20.2005498494358	188.120553037108	NaN	0	374295.578008843	358977.980183113
NaN	0	433.127619507127	433.127619507127	NaN	0	20.4369800281487	20.4369800281487	NaN	0	20.2005498494358	20.2005498494358	NaN	0	323772.529340897	3699.54753859863
NaN	0	62.428189015444	433.127619507127	NaN	0	8.55196268716401	20.4369800281487	NaN	0	20.2005498494358	20.2005498494358	NaN	0	2889.34037895337	3699.54753859863
NaN	0	445.230259247939	433.127619507127	NaN	0	338.836230283804	20.4369800281487	NaN	0	88.7418744668894	20.2005498494358	NaN	0	3038.34230615427	3699.54753859863
NaN	0	436.935631891304	62.428189015444	NaN	0	354.225337006715	8.55196268716401	NaN	0	188.383110295216	88.7418744668894	NaN	0	326072.780191871	11731.1708292398
NaN	0	420.856130277328	445.230259247939	NaN	0	305.070683827181	338.836230283804	NaN	0	188.434269214854	188.383110295216	NaN	0	3153.33285243373	368817.887541214
NaN	0	75.7695096596875	436.935631891304	NaN	0	35.9395910574357	354.225337006715	NaN	0	169.940002439037	188.434269214854	NaN	0	4342.48191924486	374295.578008843
NaN	0	84.8467811386696	420.856130277328	NaN	0	37.7001468124593	305.070683827181	NaN	0	30.3108678674351	169.940002439037	NaN	0	3394.51264294144	323772.529340897
NaN	0	431.178945620522	75.7695096596875	NaN	0	304.132462525155	35.9395910574357	NaN	0	33.6976318897005	30.3108678674351	NaN	0	327637.37399145	2889.34037895337
NaN	0	29.4322528489894	84.8467811386696	NaN	0	29.3053075996371	37.7001468124593	NaN	0	177.953346610838	33.6976318897005	NaN	0	364650.38769237	3038.34230615427
NaN	0	53.5882453372575	431.178945620522	NaN	0	7.81064305552292	304.132462525155	NaN	0	56.320236947562	177.953346610838	NaN	0	364650.38769237	326072.780191871
NaN	0	48.8799420456074	29.4322528489894	NaN	0	23.3435297396788	29.3053075996371	NaN	0	103.308993111441	56.320236947562	NaN	0	364650.38769237	3153.33285243373
NaN	0	416.447841550696	53.5882453372575	NaN	0	312.061449231054	7.81064305552292	NaN	0	43.1146897601001	103.308993111441	NaN	0	377844.848964535	4342.48191924486
NaN	0	409.986999558349	48.8799420456074	NaN	0	324.560096430771	23.3435297396788	NaN	0	195.208985621197	43.1146897601001	NaN	0	2660.24327686545	3394.51264294144
NaN	0	409.986999558349	416.447841550696	NaN	0	324.560096430771	312.061449231054	NaN	0	184.040332233327	195.208985621197	NaN	0	2650.36241361665	327637.37399145
NaN	0	409.986999558349	409.986999558349	NaN	0	324.560096430771	324.560096430771	NaN	0	184.040332233327	184.040332233327	NaN	0	572616.297080683	364650.38769237
NaN	0	459.326144204642	409.986999558349	NaN	0	314.447066487006	324.560096430771	NaN	0	184.040332233327	184.040332233327	NaN	0	353503.928159055	364650.38769237
NaN	0	8238.12064643634	409.986999558349	NaN	0	4719.67361464392	324.560096430771	NaN	0	201.48852055206	184.040332233327	NaN	0	348810.126257094	364650.38769237
NaN	0	76.7334243199304	459.326144204642	NaN	0	32.0910506628823	314.447066487006	NaN	0	2308.62987567048	201.48852055206	NaN	0	323946.447215401	377844.848964535
NaN	0	86.1113360437135	8238.12064643634	NaN	0	32.7531374430739	4719.67361464392	NaN	0	30.9367771079956	2308.62987567048	NaN	0	13.3209200269622	181578772.761232
